level,category,task,metric,method,n_rows,spearman_rho,p_value,hdr_key
per_method_by_lighting,necklace,identity,masked_ssim,composite,48,0.3284089053341348,0.022671719249088673,industrial_pipe
per_method_by_lighting,necklace,identity,masked_ssim,diffusion,48,-0.3025759856816071,0.036588558480932655,industrial_pipe
per_method_by_lighting,necklace,identity,masked_ssim,hist,48,-0.21218654663510267,0.14765450853017334,industrial_pipe
per_method_by_lighting,ring,aesthetic,masked_ssim,composite,64,0.22554434021627204,0.073139389795405,cinema_hall
per_method_by_lighting,ring,aesthetic,masked_ssim,diffusion,64,-0.09175754172939049,0.4708381803174271,cinema_hall
per_method_by_lighting,ring,aesthetic,masked_ssim,hist,64,-0.26944558335864105,0.03131291403276059,cinema_hall
per_method_by_lighting,ring,aesthetic,masked_ssim,composite,64,-0.2755293988376973,0.02754987327111739,indoor_pool
per_method_by_lighting,ring,aesthetic,masked_ssim,diffusion,64,0.5811684589183747,4.773035350490423e-07,indoor_pool
per_method_by_lighting,ring,aesthetic,masked_ssim,hist,64,-0.31411987166514904,0.011479060826437647,indoor_pool
per_method_by_lighting,ring,aesthetic,masked_ssim,composite,64,0.1927714215654756,0.12697748304372142,industrial_pipe
per_method_by_lighting,ring,aesthetic,masked_ssim,diffusion,64,0.2788866583951713,0.025641473978466646,industrial_pipe
per_method_by_lighting,ring,aesthetic,masked_ssim,hist,64,-0.3293051250274227,0.007882236753857191,industrial_pipe
per_method_by_lighting,ring,identity,masked_ssim,composite,64,-0.026895938060586815,0.8329146999235626,cinema_hall
per_method_by_lighting,ring,identity,masked_ssim,diffusion,64,0.5639887562704924,1.2158208206186902e-06,cinema_hall
per_method_by_lighting,ring,identity,masked_ssim,hist,64,0.12272669117888772,0.33398347725939903,cinema_hall
per_method_by_lighting,ring,identity,masked_ssim,composite,64,0.0021286402717678,0.9866811296618466,indoor_pool
per_method_by_lighting,ring,identity,masked_ssim,diffusion,64,-0.07391707810510725,0.5615930952610941,indoor_pool
per_method_by_lighting,ring,identity,masked_ssim,hist,64,0.4347970707104964,0.00033044906860607825,indoor_pool
per_method_by_lighting,ring,identity,masked_ssim,composite,64,-0.12686574451085073,0.317811048249867,industrial_pipe
per_method_by_lighting,ring,identity,masked_ssim,diffusion,64,0.6573953508409179,3.6178860881795272e-09,industrial_pipe
per_method_by_lighting,ring,identity,masked_ssim,hist,64,-0.16783024565335236,0.18497083704798575,industrial_pipe
overall,necklace,aesthetic,masked_psnr,ALL,432,-0.20558764464035614,1.6565640716086965e-05,
per_method,necklace,aesthetic,masked_psnr,composite,144,-0.5176867730450437,3.043572807535748e-11,
per_method,necklace,aesthetic,masked_psnr,diffusion,144,0.4868097414539896,6.142506953397199e-10,
per_method,necklace,aesthetic,masked_psnr,hist,144,-0.30577305621886375,0.00019379747941610453,
overall,necklace,identity,masked_psnr,ALL,432,0.1367067285073823,0.004419734799175561,
per_method,necklace,identity,masked_psnr,composite,144,0.34123244262300395,2.8462658970728377e-05,
per_method,necklace,identity,masked_psnr,diffusion,144,0.5375171800529166,3.745516594436545e-12,
per_method,necklace,identity,masked_psnr,hist,144,-0.32981268774598044,5.418432722598443e-05,
overall,ring,aesthetic,masked_psnr,ALL,576,-0.5113464914734914,1.0770818588383468e-39,
per_method,ring,aesthetic,masked_psnr,composite,192,-0.025860241095959455,0.7218033643538697,
per_method,ring,aesthetic,masked_psnr,diffusion,192,0.3715884580791694,1.1175181986496485e-07,
per_method,ring,aesthetic,masked_psnr,hist,192,-0.42173144891016157,1.1143922003144113e-09,
overall,ring,identity,masked_psnr,ALL,576,0.6138498946494286,6.1479809515498544e-61,
per_method,ring,identity,masked_psnr,composite,192,0.2546736102986534,0.0003641640480661656,
per_method,ring,identity,masked_psnr,diffusion,192,0.08029782218953845,0.26822366272826653,
per_method,ring,identity,masked_psnr,hist,192,0.3549419003404267,4.382259530784321e-07,
overall_by_lighting,necklace,aesthetic,masked_psnr,ALL,144,-0.4340105372718719,5.495236303532061e-08,cinema_hall
overall_by_lighting,necklace,aesthetic,masked_psnr,ALL,144,0.15353816191581207,0.06616413666004965,indoor_pool
overall_by_lighting,necklace,aesthetic,masked_psnr,ALL,144,-0.608735601419585,5.773323344480083e-16,industrial_pipe
overall_by_lighting,necklace,identity,masked_psnr,ALL,144,0.20330161045965073,0.014527995505247122,cinema_hall
overall_by_lighting,necklace,identity,masked_psnr,ALL,144,-0.12011242393990999,0.1515768101657684,indoor_pool
overall_by_lighting,necklace,identity,masked_psnr,ALL,144,0.4402766534059493,3.3521506160270064e-08,industrial_pipe
overall_by_lighting,ring,aesthetic,masked_psnr,ALL,192,-0.7817138190246663,8.028125612662552e-41,cinema_hall
overall_by_lighting,ring,aesthetic,masked_psnr,ALL,192,-0.3793571671872193,5.749699968044969e-08,indoor_pool
overall_by_lighting,ring,aesthetic,masked_psnr,ALL,192,-0.7725335897152776,2.489862819067992e-39,industrial_pipe
overall_by_lighting,ring,identity,masked_psnr,ALL,192,0.8038485250298949,9.790250038504355e-45,cinema_hall
overall_by_lighting,ring,identity,masked_psnr,ALL,192,0.618954918813795,1.0884763660222768e-21,indoor_pool
overall_by_lighting,ring,identity,masked_psnr,ALL,192,0.759651146317677,2.372767774693539e-37,industrial_pipe
per_method_by_lighting,necklace,aesthetic,masked_psnr,composite,48,0.12031657755067682,0.4153184386742065,cinema_hall
per_method_by_lighting,necklace,aesthetic,masked_psnr,diffusion,48,-0.42792744586545056,0.0024131091179826775,cinema_hall
per_method_by_lighting,necklace,aesthetic,masked_psnr,hist,48,0.012868076647545098,0.9308256050839903,cinema_hall
per_method_by_lighting,necklace,aesthetic,masked_psnr,composite,48,0.38915190720149423,0.006262100056577418,indoor_pool
per_method_by_lighting,necklace,aesthetic,masked_psnr,diffusion,48,0.271136089475651,0.0623138518540917,indoor_pool
per_method_by_lighting,necklace,aesthetic,masked_psnr,hist,48,-0.3941824766702933,0.005567684981172877,indoor_pool
per_method_by_lighting,necklace,aesthetic,masked_psnr,composite,48,-0.22925314132650224,0.11702093234258282,industrial_pipe
per_method_by_lighting,necklace,aesthetic,masked_psnr,diffusion,48,-0.2999830331552793,0.03830884896342955,industrial_pipe
per_method_by_lighting,necklace,aesthetic,masked_psnr,hist,48,0.07450185355344494,0.6147826130211496,industrial_pipe
per_method_by_lighting,necklace,identity,masked_psnr,composite,48,0.7381407397718204,2.1394919565066137e-09,cinema_hall
per_method_by_lighting,necklace,identity,masked_psnr,diffusion,48,-0.037416109130143545,0.8006688067460772,cinema_hall
per_method_by_lighting,necklace,identity,masked_psnr,hist,48,0.08303203604725028,0.5747502404621334,cinema_hall
per_method_by_lighting,necklace,identity,masked_psnr,composite,48,0.48765285412773196,0.00043875105719499405,indoor_pool
per_method_by_lighting,necklace,identity,masked_psnr,diffusion,48,0.18799391953563616,0.20069576044319154,indoor_pool
per_method_by_lighting,necklace,identity,masked_psnr,hist,48,-0.22975236260553664,0.11620385085608069,indoor_pool
per_method_by_lighting,necklace,identity,masked_psnr,composite,48,0.4827077529679221,0.000511360509270628,industrial_pipe
per_method_by_lighting,necklace,identity,masked_psnr,diffusion,48,0.27795908167410566,0.05576356132144087,industrial_pipe
per_method_by_lighting,necklace,identity,masked_psnr,hist,48,0.012414301419759662,0.9332593360232055,industrial_pipe
per_method_by_lighting,ring,aesthetic,masked_psnr,composite,64,0.3119670136623523,0.012089554001165863,cinema_hall
per_method_by_lighting,ring,aesthetic,masked_psnr,diffusion,64,-0.14631232826441387,0.24864365020288146,cinema_hall
per_method_by_lighting,ring,aesthetic,masked_psnr,hist,64,-0.4335218991762472,0.00034560997736568104,cinema_hall
per_method_by_lighting,ring,aesthetic,masked_psnr,composite,64,0.19282922910151998,0.12686138335089628,indoor_pool
per_method_by_lighting,ring,aesthetic,masked_psnr,diffusion,64,0.36581944616297973,0.0029523696660664783,indoor_pool
per_method_by_lighting,ring,aesthetic,masked_psnr,hist,64,-0.3779477769763786,0.0020764880168319,indoor_pool
per_method_by_lighting,ring,aesthetic,masked_psnr,composite,64,0.26171517512500275,0.03670609139124415,industrial_pipe
per_method_by_lighting,ring,aesthetic,masked_psnr,diffusion,64,-0.01018190850855089,0.9363550544732676,industrial_pipe
per_method_by_lighting,ring,aesthetic,masked_psnr,hist,64,-0.29497859024036394,0.01797015399925653,industrial_pipe
per_method_by_lighting,ring,identity,masked_psnr,composite,64,0.031111151861711726,0.8071976293575577,cinema_hall
per_method_by_lighting,ring,identity,masked_psnr,diffusion,64,0.5571505819125866,1.7387127913543313e-06,cinema_hall
per_method_by_lighting,ring,identity,masked_psnr,hist,64,0.22374708942046515,0.07551798714455658,cinema_hall
per_method_by_lighting,ring,identity,masked_psnr,composite,64,0.0939609580831417,0.460205420636264,indoor_pool
per_method_by_lighting,ring,identity,masked_psnr,diffusion,64,0.24836138243316042,0.047832248844796775,indoor_pool
per_method_by_lighting,ring,identity,masked_psnr,hist,64,0.4899864684429313,3.9639332522192125e-05,indoor_pool
per_method_by_lighting,ring,identity,masked_psnr,composite,64,0.017591612652815527,0.8902642848918463,industrial_pipe
per_method_by_lighting,ring,identity,masked_psnr,diffusion,64,0.5150524854509564,1.3328855756212859e-05,industrial_pipe
per_method_by_lighting,ring,identity,masked_psnr,hist,64,0.11623090685390625,0.3603880816904934,industrial_pipe
overall,necklace,aesthetic,hist_chi2_fg_boundary,ALL,432,-0.583060473726203,1.0592114513515389e-40,
per_method,necklace,aesthetic,hist_chi2_fg_boundary,composite,144,-0.24530995083305482,0.003041795498187419,
per_method,necklace,aesthetic,hist_chi2_fg_boundary,diffusion,144,-0.7275049829518343,5.342954981989598e-25,
per_method,necklace,aesthetic,hist_chi2_fg_boundary,hist,144,-0.07867805806371489,0.34857227249287814,
overall,necklace,identity,hist_chi2_fg_boundary,ALL,432,-0.12709795005760244,0.008174864178073398,
per_method,necklace,identity,hist_chi2_fg_boundary,composite,144,0.0775607860861933,0.35548080051985775,
per_method,necklace,identity,hist_chi2_fg_boundary,diffusion,144,-0.40409518014619017,5.093002971268696e-07,
per_method,necklace,identity,hist_chi2_fg_boundary,hist,144,-0.021614231275041893,0.7970704746664734,
overall,ring,aesthetic,hist_chi2_fg_boundary,ALL,576,-0.4409691568118631,8.371010005549092e-29,
per_method,ring,aesthetic,hist_chi2_fg_boundary,composite,192,0.054707299228021804,0.4510527079706039,
per_method,ring,aesthetic,hist_chi2_fg_boundary,diffusion,192,-0.08211385015693112,0.2575140967579081,
per_method,ring,aesthetic,hist_chi2_fg_boundary,hist,192,-0.06738888043622857,0.3530308652462387,
overall,ring,identity,hist_chi2_fg_boundary,ALL,576,0.33624854017427275,1.0842328014280737e-16,
per_method,ring,identity,hist_chi2_fg_boundary,composite,192,0.06260095689979858,0.3883538780293334,
per_method,ring,identity,hist_chi2_fg_boundary,diffusion,192,0.004862289619990766,0.9466340032500646,
per_method,ring,identity,hist_chi2_fg_boundary,hist,192,0.003853807813156201,0.9576909365528297,
overall_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,ALL,144,-0.7433664819082659,1.416662160209562e-26,cinema_hall
overall_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,ALL,144,-0.42702993237005527,9.420489661952308e-08,indoor_pool
overall_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,ALL,144,-0.3912049150388764,1.2459493782892026e-06,industrial_pipe
overall_by_lighting,necklace,identity,hist_chi2_fg_boundary,ALL,144,-0.11030636772428538,0.18812027466021486,cinema_hall
overall_by_lighting,necklace,identity,hist_chi2_fg_boundary,ALL,144,-0.4404155730439719,3.315241598726427e-08,indoor_pool
overall_by_lighting,necklace,identity,hist_chi2_fg_boundary,ALL,144,0.11820808301611144,0.15821907562892368,industrial_pipe
overall_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,ALL,192,-0.4986299138629453,1.8350283222352026e-13,cinema_hall
overall_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,ALL,192,-0.39873133198256844,1.0147099776104628e-08,indoor_pool
overall_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,ALL,192,-0.44386038028434005,1.1306400105137299e-10,industrial_pipe
overall_by_lighting,ring,identity,hist_chi2_fg_boundary,ALL,192,0.4701454838871632,5.973537671649438e-12,cinema_hall
overall_by_lighting,ring,identity,hist_chi2_fg_boundary,ALL,192,0.2339776506087719,0.0010893238098414102,indoor_pool
overall_by_lighting,ring,identity,hist_chi2_fg_boundary,ALL,192,0.2913863862346517,4.121846003258284e-05,industrial_pipe
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,composite,48,0.08198563249028419,0.5795963244956812,cinema_hall
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,diffusion,48,-0.6343053565298582,1.2933844329469763e-06,cinema_hall
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,hist,48,0.028113059172662217,0.8495628486430362,cinema_hall
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,composite,48,0.035714775750315925,0.8095600588532647,indoor_pool
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,diffusion,48,0.1615458907891881,0.272665567733107,indoor_pool
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,hist,48,-0.7468129543753422,1.0937014821151352e-09,indoor_pool
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,composite,48,-0.236942173897158,0.10491141842025424,industrial_pipe
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,diffusion,48,0.49526996489040914,0.00034497477841271423,industrial_pipe
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_boundary,hist,48,0.17372861789100058,0.23764024669965994,industrial_pipe
per_method_by_lighting,necklace,identity,hist_chi2_fg_boundary,composite,48,-0.04263216045152581,0.7735692244587196,cinema_hall
per_method_by_lighting,necklace,identity,hist_chi2_fg_boundary,diffusion,48,-0.1464806657800456,0.3204816495290784,cinema_hall
per_method_by_lighting,necklace,identity,hist_chi2_fg_boundary,hist,48,-0.2553534372016681,0.07982957058370461,cinema_hall
per_method_by_lighting,necklace,identity,hist_chi2_fg_boundary,composite,48,0.0934892638756075,0.5273700967788395,indoor_pool
per_method_by_lighting,necklace,identity,hist_chi2_fg_boundary,diffusion,48,0.16976057760036165,0.24869318456336761,indoor_pool
per_method_by_lighting,necklace,identity,hist_chi2_fg_boundary,hist,48,-0.3804686047416482,0.007638908255676569,indoor_pool
per_method_by_lighting,necklace,identity,hist_chi2_fg_boundary,composite,48,0.4473305921347786,0.0014339044827976302,industrial_pipe
per_method_by_lighting,necklace,identity,hist_chi2_fg_boundary,diffusion,48,-0.7849151467645713,4.028425441039567e-11,industrial_pipe
per_method_by_lighting,necklace,identity,hist_chi2_fg_boundary,hist,48,0.022215065698517292,0.8808657129764365,industrial_pipe
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,composite,64,0.10041294673918572,0.42983772513390484,cinema_hall
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,diffusion,64,0.10119704677870751,0.42622625263986313,cinema_hall
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,hist,64,-0.17214451235052575,0.17376915916430113,cinema_hall
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,composite,64,0.29073704116140536,0.01977204905499372,indoor_pool
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,diffusion,64,-0.3659575346610595,0.002940782721312523,indoor_pool
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,hist,64,-0.2581898637282889,0.039410308437022576,indoor_pool
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,composite,64,0.12830751870375182,0.3122972755878881,industrial_pipe
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,diffusion,64,-0.2079387479657254,0.09918854994763851,industrial_pipe
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_boundary,hist,64,0.008518491241470773,0.9467361670110173,industrial_pipe
per_method_by_lighting,ring,identity,hist_chi2_fg_boundary,composite,64,-0.021267669632948433,0.8675220460117147,cinema_hall
per_method_by_lighting,ring,identity,hist_chi2_fg_boundary,diffusion,64,-0.0851559229603628,0.5034716380283834,cinema_hall
per_method_by_lighting,ring,identity,hist_chi2_fg_boundary,hist,64,0.15063478209828668,0.2347858046729681,cinema_hall
