category,task,question_text,question_key,hand_name,hdr_key,jewelry_name,method,votes,total_votes,vote_share
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_gold,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_gold,composite,6,40,0.15
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_golden-ring-test_silver,aged-hand_choose,indoor_pool,aged-hand_golden-ring-test_silver,diffusion,38,40,0.95
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_golden-ring-test_silver,aged-hand_choose,indoor_pool,aged-hand_golden-ring-test_silver,hist,0,40,0.0
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_golden-ring-test_silver,aged-hand_choose,indoor_pool,aged-hand_golden-ring-test_silver,composite,2,40,0.05
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_riccardoferrari-ring_gold,aged-hand_choose,indoor_pool,aged-hand_riccardoferrari-ring_gold,diffusion,34,40,0.85
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_riccardoferrari-ring_gold,aged-hand_choose,indoor_pool,aged-hand_riccardoferrari-ring_gold,hist,6,40,0.15
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_riccardoferrari-ring_gold,aged-hand_choose,indoor_pool,aged-hand_riccardoferrari-ring_gold,composite,0,40,0.0
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_golden-ring-test_gold,aged-hand_choose,cinema_hall,aged-hand_golden-ring-test_gold,diffusion,13,40,0.325
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_golden-ring-test_gold,aged-hand_choose,cinema_hall,aged-hand_golden-ring-test_gold,hist,25,40,0.625
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_golden-ring-test_gold,aged-hand_choose,cinema_hall,aged-hand_golden-ring-test_gold,composite,2,40,0.05
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_ch-gladysiewski_gold,aged-hand_choose,cinema_hall,aged-hand_ch-gladysiewski_gold,diffusion,30,40,0.75
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_ch-gladysiewski_gold,aged-hand_choose,cinema_hall,aged-hand_ch-gladysiewski_gold,hist,10,40,0.25
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_ch-gladysiewski_gold,aged-hand_choose,cinema_hall,aged-hand_ch-gladysiewski_gold,composite,0,40,0.0
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_ch-gladysiewski_silver,aged-hand_choose,cinema_hall,aged-hand_ch-gladysiewski_silver,diffusion,34,40,0.85
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_ch-gladysiewski_silver,aged-hand_choose,cinema_hall,aged-hand_ch-gladysiewski_silver,hist,6,40,0.15
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_ch-gladysiewski_silver,aged-hand_choose,cinema_hall,aged-hand_ch-gladysiewski_silver,composite,0,40,0.0
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_silver-moon-ring_silver,aged-hand_choose,cinema_hall,aged-hand_silver-moon-ring_silver,diffusion,27,40,0.675
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_silver-moon-ring_silver,aged-hand_choose,cinema_hall,aged-hand_silver-moon-ring_silver,hist,8,40,0.2
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_silver-moon-ring_silver,aged-hand_choose,cinema_hall,aged-hand_silver-moon-ring_silver,composite,5,40,0.125
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,cinema_hall,aged-hand_riccardoferrari-ring_silver,diffusion,31,40,0.775
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,cinema_hall,aged-hand_riccardoferrari-ring_silver,hist,8,40,0.2
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,cinema_hall,aged-hand_riccardoferrari-ring_silver,composite,1,40,0.025
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_silver-moon-ring_gold,aged-hand_choose,cinema_hall,aged-hand_silver-moon-ring_gold,diffusion,23,40,0.575
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_silver-moon-ring_gold,aged-hand_choose,cinema_hall,aged-hand_silver-moon-ring_gold,hist,14,40,0.35
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_silver-moon-ring_gold,aged-hand_choose,cinema_hall,aged-hand_silver-moon-ring_gold,composite,3,40,0.075
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_golden-ring-test_silver,aged-hand_choose,cinema_hall,aged-hand_golden-ring-test_silver,diffusion,27,40,0.675
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_golden-ring-test_silver,aged-hand_choose,cinema_hall,aged-hand_golden-ring-test_silver,hist,13,40,0.325
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_silver_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_golden-ring-test_silver,aged-hand_choose,cinema_hall,aged-hand_golden-ring-test_silver,composite,0,40,0.0
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_riccardoferrari-ring_gold,aged-hand_choose,cinema_hall,aged-hand_riccardoferrari-ring_gold,diffusion,32,40,0.8
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_riccardoferrari-ring_gold,aged-hand_choose,cinema_hall,aged-hand_riccardoferrari-ring_gold,hist,6,40,0.15
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose|cinema_hall|aged-hand_riccardoferrari-ring_gold,aged-hand_choose,cinema_hall,aged-hand_riccardoferrari-ring_gold,composite,2,40,0.05
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_gold_industrial_pipe_and_valve_...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_golden-ring-test_gold,aged-hand_choose,industrial_pipe,aged-hand_golden-ring-test_gold,diffusion,28,40,0.7
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_gold_industrial_pipe_and_valve_...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_golden-ring-test_gold,aged-hand_choose,industrial_pipe,aged-hand_golden-ring-test_gold,hist,5,40,0.125
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_gold_industrial_pipe_and_valve_...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_golden-ring-test_gold,aged-hand_choose,industrial_pipe,aged-hand_golden-ring-test_gold,composite,7,40,0.175
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_gold_industrial_pipe_and_valve_0...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_ch-gladysiewski_gold,aged-hand_choose,industrial_pipe,aged-hand_ch-gladysiewski_gold,diffusion,36,40,0.9
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_gold_industrial_pipe_and_valve_0...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_ch-gladysiewski_gold,aged-hand_choose,industrial_pipe,aged-hand_ch-gladysiewski_gold,hist,1,40,0.025
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_gold_industrial_pipe_and_valve_0...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_ch-gladysiewski_gold,aged-hand_choose,industrial_pipe,aged-hand_ch-gladysiewski_gold,composite,3,40,0.075
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_silver_industrial_pipe_and_valve...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_ch-gladysiewski_silver,aged-hand_choose,industrial_pipe,aged-hand_ch-gladysiewski_silver,diffusion,37,40,0.925
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_silver_industrial_pipe_and_valve...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_ch-gladysiewski_silver,aged-hand_choose,industrial_pipe,aged-hand_ch-gladysiewski_silver,hist,2,40,0.05
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_silver_industrial_pipe_and_valve...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_ch-gladysiewski_silver,aged-hand_choose,industrial_pipe,aged-hand_ch-gladysiewski_silver,composite,1,40,0.025
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_silver_industrial_pipe_and_valv...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_silver-moon-ring_silver,aged-hand_choose,industrial_pipe,aged-hand_silver-moon-ring_silver,diffusion,34,40,0.85
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_silver_industrial_pipe_and_valv...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_silver-moon-ring_silver,aged-hand_choose,industrial_pipe,aged-hand_silver-moon-ring_silver,hist,3,40,0.075
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_silver_industrial_pipe_and_valv...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_silver-moon-ring_silver,aged-hand_choose,industrial_pipe,aged-hand_silver-moon-ring_silver,composite,3,40,0.075
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_industrial_pipe_and_...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,industrial_pipe,aged-hand_riccardoferrari-ring_silver,diffusion,36,40,0.9
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_industrial_pipe_and_...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,industrial_pipe,aged-hand_riccardoferrari-ring_silver,hist,2,40,0.05
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_industrial_pipe_and_...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,industrial_pipe,aged-hand_riccardoferrari-ring_silver,composite,2,40,0.05
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_gold_industrial_pipe_and_valve_...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_silver-moon-ring_gold,aged-hand_choose,industrial_pipe,aged-hand_silver-moon-ring_gold,diffusion,32,40,0.8
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_gold_industrial_pipe_and_valve_...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_silver-moon-ring_gold,aged-hand_choose,industrial_pipe,aged-hand_silver-moon-ring_gold,hist,3,40,0.075
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_gold_industrial_pipe_and_valve_...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_silver-moon-ring_gold,aged-hand_choose,industrial_pipe,aged-hand_silver-moon-ring_gold,composite,5,40,0.125
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_silver_industrial_pipe_and_valv...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_golden-ring-test_silver,aged-hand_choose,industrial_pipe,aged-hand_golden-ring-test_silver,diffusion,23,40,0.575
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_silver_industrial_pipe_and_valv...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_golden-ring-test_silver,aged-hand_choose,industrial_pipe,aged-hand_golden-ring-test_silver,hist,13,40,0.325
ring,identity,aged-hand_choose_aged-hand_golden-ring-test_silver_industrial_pipe_and_valv...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_golden-ring-test_silver,aged-hand_choose,industrial_pipe,aged-hand_golden-ring-test_silver,composite,4,40,0.1
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_gold_industrial_pipe_and_va...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_riccardoferrari-ring_gold,aged-hand_choose,industrial_pipe,aged-hand_riccardoferrari-ring_gold,diffusion,36,40,0.9
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_gold_industrial_pipe_and_va...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_riccardoferrari-ring_gold,aged-hand_choose,industrial_pipe,aged-hand_riccardoferrari-ring_gold,hist,3,40,0.075
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_gold_industrial_pipe_and_va...: Which one do you think is more like the sample?,aged-hand_choose|industrial_pipe|aged-hand_riccardoferrari-ring_gold,aged-hand_choose,industrial_pipe,aged-hand_riccardoferrari-ring_gold,composite,1,40,0.025
ring,identity,aged-hand_choose_rotate_aged-hand_golden-ring-test_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_golden-ring-test_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_golden-ring-test_gold,diffusion,20,40,0.5
ring,identity,aged-hand_choose_rotate_aged-hand_golden-ring-test_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_golden-ring-test_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_golden-ring-test_gold,hist,17,40,0.425
ring,identity,aged-hand_choose_rotate_aged-hand_golden-ring-test_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_golden-ring-test_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_golden-ring-test_gold,composite,3,40,0.075
ring,identity,aged-hand_choose_rotate_aged-hand_ch-gladysiewski_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_ch-gladysiewski_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_ch-gladysiewski_gold,diffusion,27,40,0.675
ring,identity,aged-hand_choose_rotate_aged-hand_ch-gladysiewski_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_ch-gladysiewski_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_ch-gladysiewski_gold,hist,12,40,0.3
ring,identity,aged-hand_choose_rotate_aged-hand_ch-gladysiewski_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_ch-gladysiewski_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_ch-gladysiewski_gold,composite,1,40,0.025
ring,identity,aged-hand_choose_rotate_aged-hand_ch-gladysiewski_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_ch-gladysiewski_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_ch-gladysiewski_silver,diffusion,20,40,0.5
ring,identity,aged-hand_choose_rotate_aged-hand_ch-gladysiewski_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_ch-gladysiewski_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_ch-gladysiewski_silver,hist,19,40,0.475
ring,identity,aged-hand_choose_rotate_aged-hand_ch-gladysiewski_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_ch-gladysiewski_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_ch-gladysiewski_silver,composite,1,40,0.025
ring,identity,aged-hand_choose_rotate_aged-hand_silver-moon-ring_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_silver-moon-ring_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_silver-moon-ring_silver,diffusion,30,40,0.75
ring,identity,aged-hand_choose_rotate_aged-hand_silver-moon-ring_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_silver-moon-ring_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_silver-moon-ring_silver,hist,5,40,0.125
ring,identity,aged-hand_choose_rotate_aged-hand_silver-moon-ring_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_silver-moon-ring_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_silver-moon-ring_silver,composite,5,40,0.125
ring,identity,aged-hand_choose_rotate_aged-hand_riccardoferrari-ring_silver_indoor_pool_4...: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_riccardoferrari-ring_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_riccardoferrari-ring_silver,diffusion,20,40,0.5
ring,identity,aged-hand_choose_rotate_aged-hand_riccardoferrari-ring_silver_indoor_pool_4...: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_riccardoferrari-ring_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_riccardoferrari-ring_silver,hist,17,40,0.425
ring,identity,aged-hand_choose_rotate_aged-hand_riccardoferrari-ring_silver_indoor_pool_4...: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_riccardoferrari-ring_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_riccardoferrari-ring_silver,composite,3,40,0.075
ring,identity,aged-hand_choose_rotate_aged-hand_silver-moon-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_silver-moon-ring_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_silver-moon-ring_gold,diffusion,16,40,0.4
ring,identity,aged-hand_choose_rotate_aged-hand_silver-moon-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_silver-moon-ring_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_silver-moon-ring_gold,hist,22,40,0.55
ring,identity,aged-hand_choose_rotate_aged-hand_silver-moon-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_silver-moon-ring_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_silver-moon-ring_gold,composite,2,40,0.05
ring,identity,aged-hand_choose_rotate_aged-hand_golden-ring-test_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_golden-ring-test_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_golden-ring-test_silver,diffusion,27,40,0.675
ring,identity,aged-hand_choose_rotate_aged-hand_golden-ring-test_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_golden-ring-test_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_golden-ring-test_silver,hist,10,40,0.25
ring,identity,aged-hand_choose_rotate_aged-hand_golden-ring-test_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_golden-ring-test_silver,aged-hand_choose_rotate,indoor_pool,aged-hand_golden-ring-test_silver,composite,3,40,0.075
ring,identity,aged-hand_choose_rotate_aged-hand_riccardoferrari-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_riccardoferrari-ring_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_riccardoferrari-ring_gold,diffusion,24,40,0.6
ring,identity,aged-hand_choose_rotate_aged-hand_riccardoferrari-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_riccardoferrari-ring_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_riccardoferrari-ring_gold,hist,14,40,0.35
ring,identity,aged-hand_choose_rotate_aged-hand_riccardoferrari-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|indoor_pool|aged-hand_riccardoferrari-ring_gold,aged-hand_choose_rotate,indoor_pool,aged-hand_riccardoferrari-ring_gold,composite,2,40,0.05
ring,identity,aged-hand_choose_rotate_aged-hand_golden-ring-test_gold_cinema_hall_4k: Which one do you think is more like the sample?,aged-hand_choose_rotate|cinema_hall|aged-hand_golden-ring-test_gold,aged-hand_choose_rotate,cinema_hall,aged-hand_golden-ring-test_gold,diffusion,29,40,0.725
