category,task,question_text,question_key,hand_name,hdr_key,jewelry_name,method,votes,total_votes,vote_share,sample_id,hdr_name,pred_path,gt_path,mask_path,masked_lpips,masked_ssim,masked_psnr,mask_pixels,crop_h,crop_w,source_csv
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_ch-gladysiewski_gold,aged-hand_choose,indoor_pool,aged-hand_ch-gladysiewski_gold,composite,2,40,0.05,aged-hand_choose|indoor_pool_4k|aged-hand_ch-gladysiewski_gold|composite,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_gold_composite.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_gold_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_gold/indoor_pool_4k_059_mask_restored.png,0.0669016167521476,0.7938435673713684,9.8661110077301,1150,47,94,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_ch-gladysiewski_gold_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_ch-gladysiewski_gold,aged-hand_choose,indoor_pool,aged-hand_ch-gladysiewski_gold,composite,24,40,0.6,aged-hand_choose|indoor_pool_4k|aged-hand_ch-gladysiewski_gold|composite,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_gold_composite.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_gold_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_gold/indoor_pool_4k_059_mask_restored.png,0.0669016167521476,0.7938435673713684,9.8661110077301,1150,47,94,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_ch-gladysiewski_silver,aged-hand_choose,indoor_pool,aged-hand_ch-gladysiewski_silver,diffusion,21,40,0.525,aged-hand_choose|indoor_pool_4k|aged-hand_ch-gladysiewski_silver|diffusion,indoor_pool_4k,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver/indoor_pool_4k_059_restored.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver/indoor_pool_4k_059_mask_restored.png,0.0275345742702484,0.8329755663871765,12.954538624016807,1150,47,94,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_ch-gladysiewski_silver_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_ch-gladysiewski_silver,aged-hand_choose,indoor_pool,aged-hand_ch-gladysiewski_silver,diffusion,10,40,0.25,aged-hand_choose|indoor_pool_4k|aged-hand_ch-gladysiewski_silver|diffusion,indoor_pool_4k,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver/indoor_pool_4k_059_restored.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver/indoor_pool_4k_059_mask_restored.png,0.0275345742702484,0.8329755663871765,12.954538624016807,1150,47,94,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_ch-gladysiewski_silver,aged-hand_choose,indoor_pool,aged-hand_ch-gladysiewski_silver,hist,17,40,0.425,aged-hand_choose|indoor_pool_4k|aged-hand_ch-gladysiewski_silver|hist,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver_hist.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver/indoor_pool_4k_059_mask_restored.png,0.0874038487672805,0.7350172400474548,9.928833237444248,1150,47,94,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_ch-gladysiewski_silver_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_ch-gladysiewski_silver,aged-hand_choose,indoor_pool,aged-hand_ch-gladysiewski_silver,hist,10,40,0.25,aged-hand_choose|indoor_pool_4k|aged-hand_ch-gladysiewski_silver|hist,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver_hist.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver/indoor_pool_4k_059_mask_restored.png,0.0874038487672805,0.7350172400474548,9.928833237444248,1150,47,94,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_ch-gladysiewski_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_ch-gladysiewski_silver,aged-hand_choose,indoor_pool,aged-hand_ch-gladysiewski_silver,composite,2,40,0.05,aged-hand_choose|indoor_pool_4k|aged-hand_ch-gladysiewski_silver|composite,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver_composite.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver/indoor_pool_4k_059_mask_restored.png,0.0804403573274612,0.84578937292099,9.249050990225442,1150,47,94,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_ch-gladysiewski_silver_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_ch-gladysiewski_silver,aged-hand_choose,indoor_pool,aged-hand_ch-gladysiewski_silver,composite,20,40,0.5,aged-hand_choose|indoor_pool_4k|aged-hand_ch-gladysiewski_silver|composite,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver_composite.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_ch-gladysiewski_silver/indoor_pool_4k_059_mask_restored.png,0.0804403573274612,0.84578937292099,9.249050990225442,1150,47,94,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_silver,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_silver,diffusion,26,40,0.65,aged-hand_choose|indoor_pool_4k|aged-hand_silver-moon-ring_silver|diffusion,indoor_pool_4k,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver/indoor_pool_4k_059_restored.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver/indoor_pool_4k_059_mask_restored.png,0.0193911809474229,0.6940502524375916,13.83603180386806,876,57,92,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_silver-moon-ring_silver_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_silver,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_silver,diffusion,8,40,0.2,aged-hand_choose|indoor_pool_4k|aged-hand_silver-moon-ring_silver|diffusion,indoor_pool_4k,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver/indoor_pool_4k_059_restored.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver/indoor_pool_4k_059_mask_restored.png,0.0193911809474229,0.6940502524375916,13.83603180386806,876,57,92,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_silver,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_silver,hist,7,40,0.175,aged-hand_choose|indoor_pool_4k|aged-hand_silver-moon-ring_silver|hist,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver_hist.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver/indoor_pool_4k_059_mask_restored.png,0.0614528656005859,0.5112808346748352,6.065978446470396,876,57,92,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_silver-moon-ring_silver_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_silver,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_silver,hist,13,40,0.325,aged-hand_choose|indoor_pool_4k|aged-hand_silver-moon-ring_silver|hist,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver_hist.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver/indoor_pool_4k_059_mask_restored.png,0.0614528656005859,0.5112808346748352,6.065978446470396,876,57,92,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_silver,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_silver,composite,7,40,0.175,aged-hand_choose|indoor_pool_4k|aged-hand_silver-moon-ring_silver|composite,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver_composite.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver/indoor_pool_4k_059_mask_restored.png,0.054414827376604,0.8087089657783508,7.888262606996863,876,57,92,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_silver-moon-ring_silver_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_silver,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_silver,composite,19,40,0.475,aged-hand_choose|indoor_pool_4k|aged-hand_silver-moon-ring_silver|composite,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver_composite.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_silver/indoor_pool_4k_059_mask_restored.png,0.054414827376604,0.8087089657783508,7.888262606996863,876,57,92,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,indoor_pool,aged-hand_riccardoferrari-ring_silver,diffusion,19,40,0.475,aged-hand_choose|indoor_pool_4k|aged-hand_riccardoferrari-ring_silver|diffusion,indoor_pool_4k,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver/indoor_pool_4k_059_restored.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver/indoor_pool_4k_059_mask_restored.png,0.0493289344012737,0.714277982711792,11.67443624538388,2021,71,97,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,indoor_pool,aged-hand_riccardoferrari-ring_silver,diffusion,8,40,0.2,aged-hand_choose|indoor_pool_4k|aged-hand_riccardoferrari-ring_silver|diffusion,indoor_pool_4k,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver/indoor_pool_4k_059_restored.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver/indoor_pool_4k_059_mask_restored.png,0.0493289344012737,0.714277982711792,11.67443624538388,2021,71,97,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,indoor_pool,aged-hand_riccardoferrari-ring_silver,hist,19,40,0.475,aged-hand_choose|indoor_pool_4k|aged-hand_riccardoferrari-ring_silver|hist,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver_hist.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver/indoor_pool_4k_059_mask_restored.png,0.0551230534911155,0.6621621251106262,9.20395222335986,2021,71,97,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,indoor_pool,aged-hand_riccardoferrari-ring_silver,hist,10,40,0.25,aged-hand_choose|indoor_pool_4k|aged-hand_riccardoferrari-ring_silver|hist,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver_hist.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver/indoor_pool_4k_059_mask_restored.png,0.0551230534911155,0.6621621251106262,9.20395222335986,2021,71,97,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,indoor_pool,aged-hand_riccardoferrari-ring_silver,composite,2,40,0.05,aged-hand_choose|indoor_pool_4k|aged-hand_riccardoferrari-ring_silver|composite,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver_composite.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver/indoor_pool_4k_059_mask_restored.png,0.0497915744781494,0.7601740956306458,7.96683599072183,2021,71,97,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_riccardoferrari-ring_silver_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_riccardoferrari-ring_silver,aged-hand_choose,indoor_pool,aged-hand_riccardoferrari-ring_silver,composite,22,40,0.55,aged-hand_choose|indoor_pool_4k|aged-hand_riccardoferrari-ring_silver|composite,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver_composite.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_riccardoferrari-ring_silver/indoor_pool_4k_059_mask_restored.png,0.0497915744781494,0.7601740956306458,7.96683599072183,2021,71,97,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_gold,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_gold,diffusion,14,40,0.35,aged-hand_choose|indoor_pool_4k|aged-hand_silver-moon-ring_gold|diffusion,indoor_pool_4k,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold/indoor_pool_4k_059_restored.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold/indoor_pool_4k_059_mask_restored.png,0.0255083534866571,0.5201271772384644,12.294275015194994,876,57,92,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_silver-moon-ring_gold_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_gold,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_gold,diffusion,1,40,0.025,aged-hand_choose|indoor_pool_4k|aged-hand_silver-moon-ring_gold|diffusion,indoor_pool_4k,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold/indoor_pool_4k_059_restored.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold/indoor_pool_4k_059_mask_restored.png,0.0255083534866571,0.5201271772384644,12.294275015194994,876,57,92,metric_results_aged-hand_choose.csv
ring,identity,aged-hand_choose_aged-hand_silver-moon-ring_gold_indoor_pool_4k: Which one do you think is more like the sample?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_gold,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_gold,hist,20,40,0.5,aged-hand_choose|indoor_pool_4k|aged-hand_silver-moon-ring_gold|hist,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold_hist.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold/indoor_pool_4k_059_mask_restored.png,0.0595184862613678,0.4854212403297424,8.40351918927617,876,57,92,metric_results_aged-hand_choose.csv
ring,aesthetic,aged-hand_choose_aged-hand_silver-moon-ring_gold_indoor_pool_4k: In which picture does the jewelry look the most attractive?,aged-hand_choose|indoor_pool|aged-hand_silver-moon-ring_gold,aged-hand_choose,indoor_pool,aged-hand_silver-moon-ring_gold,hist,13,40,0.325,aged-hand_choose|indoor_pool_4k|aged-hand_silver-moon-ring_gold|hist,indoor_pool_4k,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold_hist.png,./his2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold_gt.png,./restore2/aged-hand_choose/indoor_pool_4k/aged-hand_silver-moon-ring_gold/indoor_pool_4k_059_mask_restored.png,0.0595184862613678,0.4854212403297424,8.40351918927617,876,57,92,metric_results_aged-hand_choose.csv
